satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
3244,satisfied,Female,Loyal Customer,25,Business travel,Business,3337,3,3,3,3,4,4,4,4,3,2,5,1,2,4,0,0.0
3245,satisfied,Female,Loyal Customer,66,Personal Travel,Business,520,4,5,4,3,3,4,4,3,3,4,3,4,3,3,113,117.0
3246,dissatisfied,Female,disloyal Customer,35,Business travel,Eco,2409,3,2,2,1,2,2,2,2,2,5,4,4,4,2,0,0.0
3247,satisfied,Male,Loyal Customer,43,Business travel,Business,2077,4,4,4,4,5,4,5,5,5,5,5,4,5,4,0,0.0
3248,dissatisfied,Male,disloyal Customer,14,Personal Travel,Eco,2495,4,3,4,4,3,4,3,3,1,5,3,4,4,3,0,0.0
3249,dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2354,3,4,3,3,5,3,5,5,3,5,4,4,4,5,0,0.0
3250,satisfied,Male,Loyal Customer,52,Business travel,Business,1864,5,5,5,5,4,4,4,3,3,3,3,3,3,3,0,0.0
3251,dissatisfied,Male,Loyal Customer,71,Business travel,Business,1562,1,2,2,2,3,4,4,1,1,1,1,3,1,1,10,0.0
3252,satisfied,Male,Loyal Customer,39,Business travel,Business,2646,4,4,4,4,4,5,4,2,2,3,2,3,2,4,0,0.0
3253,satisfied,Female,Loyal Customer,29,Business travel,Business,1937,3,3,3,3,5,5,5,5,5,4,3,2,4,5,0,0.0
3254,dissatisfied,Female,Loyal Customer,70,Personal Travel,Eco,1176,4,4,4,1,2,4,4,3,3,4,3,5,3,3,0,0.0
3255,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,3156,4,4,4,4,5,4,5,5,2,3,5,1,4,5,0,0.0
3256,satisfied,Male,Loyal Customer,53,Business travel,Business,418,5,5,5,5,4,5,5,4,4,4,4,4,4,4,35,38.0
3257,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1238,1,1,1,1,4,4,4,5,5,5,5,3,5,3,49,36.0
3258,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1509,5,4,5,3,4,5,4,2,2,5,2,4,2,5,0,0.0
3259,dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2109,3,0,3,4,4,3,4,4,1,3,1,4,1,4,0,0.0
3260,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2698,5,3,3,3,5,5,5,4,2,3,2,5,3,5,0,23.0
3261,satisfied,Female,Loyal Customer,54,Business travel,Business,1569,3,3,3,3,4,4,5,5,5,4,5,5,5,5,5,8.0
3262,satisfied,Male,Loyal Customer,39,Business travel,Business,459,4,4,4,4,5,1,4,3,3,3,3,1,3,2,1,12.0
3263,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2425,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0.0
3264,satisfied,Male,Loyal Customer,31,Business travel,Business,3985,4,4,4,4,5,5,5,5,4,3,4,4,4,5,0,0.0
3265,satisfied,Male,Loyal Customer,53,Business travel,Business,1664,1,1,1,1,2,4,4,4,4,4,4,3,4,3,14,5.0
3266,dissatisfied,Female,Loyal Customer,12,Personal Travel,Eco,1501,4,5,4,2,2,4,2,2,3,2,4,4,4,2,18,65.0
3267,satisfied,Female,Loyal Customer,20,Business travel,Business,2483,3,3,3,3,4,4,4,4,4,5,5,3,5,4,49,33.0
3268,satisfied,Female,Loyal Customer,42,Business travel,Business,1782,1,1,1,1,4,5,5,4,4,4,4,5,4,4,108,107.0
3269,satisfied,Female,Loyal Customer,57,Business travel,Eco,438,5,3,3,3,4,1,2,5,5,5,5,3,5,5,0,0.0
3270,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2629,5,3,3,3,4,2,3,5,5,5,5,5,5,3,0,0.0
3271,dissatisfied,Female,disloyal Customer,62,Business travel,Eco,2049,1,1,1,4,1,1,1,1,4,2,4,3,4,1,0,7.0
3272,dissatisfied,Male,Loyal Customer,18,Personal Travel,Business,2053,3,5,3,1,5,3,5,5,2,2,4,4,1,5,0,0.0
3273,dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1913,3,4,3,4,2,3,2,2,5,5,3,3,4,2,0,1.0
3274,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1259,4,2,4,4,5,4,5,5,1,1,4,2,4,5,3,1.0
3275,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,871,4,4,4,4,3,4,4,4,4,4,4,3,4,3,2,0.0
3276,satisfied,Female,Loyal Customer,43,Business travel,Business,723,3,3,3,3,5,5,4,4,4,4,4,5,4,5,0,0.0
3277,dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1656,4,3,3,3,2,3,2,2,3,1,3,2,4,2,11,24.0
3278,dissatisfied,Male,Loyal Customer,34,Business travel,Business,3882,2,3,3,3,3,3,3,2,2,1,2,3,2,2,9,0.0
3279,satisfied,Male,Loyal Customer,57,Business travel,Business,3457,4,4,4,4,3,4,4,4,4,4,4,3,4,5,0,0.0
3280,satisfied,Male,Loyal Customer,40,Business travel,Business,2961,3,3,3,3,3,5,4,4,4,4,4,4,4,5,0,0.0
3281,satisfied,Female,Loyal Customer,44,Business travel,Business,2984,2,2,2,2,4,4,5,5,5,5,5,3,5,3,0,0.0
3282,satisfied,Male,Loyal Customer,48,Business travel,Business,1782,3,3,3,3,4,4,1,4,4,4,4,4,4,5,5,5.0
3283,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1319,3,2,3,3,4,3,4,4,1,4,2,1,2,4,0,0.0
3284,satisfied,Female,Loyal Customer,37,Business travel,Business,410,5,5,5,5,4,5,5,5,5,5,5,3,5,4,2,1.0
3285,satisfied,Female,Loyal Customer,38,Business travel,Business,434,5,5,5,5,3,5,5,3,3,4,3,3,3,4,0,0.0
3286,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,797,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,0.0
3287,satisfied,Male,disloyal Customer,22,Business travel,Business,2747,5,5,5,1,4,5,4,4,5,5,4,4,5,4,20,12.0
3288,dissatisfied,Female,Loyal Customer,30,Personal Travel,Eco,969,4,5,0,1,1,0,1,1,4,4,4,5,5,1,0,0.0
3289,dissatisfied,Male,disloyal Customer,28,Business travel,Business,3020,3,2,2,4,2,2,2,2,1,1,3,4,3,2,0,0.0
3290,dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2122,2,0,1,3,4,1,1,4,3,5,2,2,5,4,0,0.0
3291,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1722,4,5,4,3,3,4,2,3,4,2,5,4,5,3,5,0.0
3292,satisfied,Male,Loyal Customer,29,Business travel,Business,4913,4,4,4,4,4,4,4,4,3,3,5,4,5,4,2,2.0
3293,satisfied,Female,Loyal Customer,39,Business travel,Business,2475,1,1,1,1,4,4,4,5,5,5,4,4,3,4,336,327.0
3294,satisfied,Female,disloyal Customer,28,Business travel,Business,2333,5,5,5,1,2,5,2,2,5,4,3,5,4,2,1,0.0
3295,dissatisfied,Male,Loyal Customer,48,Business travel,Eco,2811,3,3,3,3,3,3,3,3,2,5,4,4,4,3,78,69.0
3296,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2296,5,5,5,5,3,4,4,4,4,4,4,3,4,3,23,26.0
3297,dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1276,4,4,4,4,4,4,4,4,1,3,2,3,3,4,0,0.0
3298,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2080,1,1,1,1,5,5,5,5,5,5,5,3,5,5,8,7.0
3299,dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2094,3,3,3,3,5,3,1,5,5,5,4,3,5,5,0,5.0
3300,dissatisfied,Female,Loyal Customer,31,Business travel,Eco,2046,3,5,5,5,3,3,3,3,1,1,4,4,4,3,22,17.0
3301,satisfied,Female,Loyal Customer,32,Business travel,Business,3287,1,1,1,1,5,5,5,5,5,4,5,3,5,5,1,0.0
3302,satisfied,Male,Loyal Customer,31,Business travel,Business,3765,5,5,5,5,5,5,5,5,4,4,4,4,5,5,1,0.0
3303,dissatisfied,Male,Loyal Customer,71,Business travel,Eco Plus,1785,3,3,3,3,3,3,3,3,3,2,4,1,3,3,75,73.0
3304,dissatisfied,Male,Loyal Customer,40,Business travel,Eco,2022,3,2,2,2,3,3,3,3,4,1,4,1,3,3,0,5.0
3305,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1931,3,3,3,3,3,5,4,4,4,4,4,3,4,4,0,0.0
3306,dissatisfied,Female,Loyal Customer,56,Business travel,Eco,970,2,3,2,3,1,3,3,2,2,2,2,4,2,4,19,10.0
3307,satisfied,Female,Loyal Customer,49,Business travel,Business,1506,4,4,4,4,4,5,5,5,5,5,5,3,5,3,16,21.0
3308,dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2415,3,5,3,3,2,3,2,2,3,3,4,4,5,2,12,29.0
3309,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,3434,2,2,2,3,2,2,2,2,2,4,3,2,4,2,15,4.0
3310,dissatisfied,Female,Loyal Customer,54,Business travel,Business,1091,3,3,5,3,1,3,2,3,3,3,3,2,3,3,0,3.0
3311,satisfied,Male,disloyal Customer,42,Business travel,Eco,2122,4,4,4,5,4,4,4,4,1,4,3,2,1,4,0,0.0
3312,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1118,3,4,3,3,1,3,1,1,3,1,3,3,4,1,0,0.0
3313,dissatisfied,Female,Loyal Customer,40,Business travel,Eco,2156,4,2,2,2,4,4,4,4,4,1,4,1,3,4,0,0.0
3314,dissatisfied,Female,Loyal Customer,41,Business travel,Business,3980,1,3,3,3,5,2,2,1,1,2,1,3,1,4,0,6.0
3315,satisfied,Male,Loyal Customer,34,Business travel,Business,3871,5,5,5,5,1,4,1,2,2,2,2,2,2,1,0,6.0
3316,dissatisfied,Male,disloyal Customer,48,Business travel,Business,3397,3,3,3,2,5,3,5,5,4,5,5,3,4,5,8,0.0
3317,satisfied,Female,Loyal Customer,45,Business travel,Business,1016,3,3,3,3,3,5,5,4,4,3,4,4,4,4,15,0.0
3318,dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2553,2,3,3,3,1,3,1,1,3,2,4,5,4,1,0,0.0
3319,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,278,2,2,2,2,2,5,4,4,4,4,4,1,4,4,0,0.0
3320,dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1255,4,4,4,5,3,4,3,3,3,3,4,4,4,3,8,1.0
3321,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1590,1,1,1,1,5,5,5,4,4,4,4,3,4,5,0,4.0
3322,dissatisfied,Male,Loyal Customer,50,Business travel,Business,1786,1,5,5,5,4,1,3,1,1,1,1,1,1,4,1,0.0
3323,satisfied,Female,disloyal Customer,19,Business travel,Eco,2743,2,2,2,1,2,2,2,2,3,3,5,3,5,2,8,0.0
3324,dissatisfied,Female,Loyal Customer,72,Business travel,Eco Plus,1702,1,3,3,3,4,3,4,1,1,1,1,3,1,3,12,13.0
3325,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2683,2,1,2,3,3,2,3,3,2,2,3,3,3,3,38,5.0
3326,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,911,5,0,5,2,5,3,3,3,2,4,4,3,4,3,2,0.0
3327,satisfied,Female,Loyal Customer,57,Business travel,Business,6740,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19.0
3328,satisfied,Male,Loyal Customer,59,Business travel,Business,357,1,1,1,1,5,5,4,4,4,4,4,3,4,5,0,0.0
3329,satisfied,Male,Loyal Customer,55,Business travel,Business,347,3,3,3,3,2,5,5,4,4,4,4,5,4,4,0,0.0
3330,dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco Plus,1834,2,1,2,1,5,2,5,5,4,4,1,2,2,5,0,0.0
3331,satisfied,Male,disloyal Customer,19,Business travel,Business,1401,5,1,5,1,1,5,1,1,3,2,5,5,5,1,1,0.0
3332,satisfied,Female,Loyal Customer,31,Business travel,Business,3921,5,3,5,5,4,4,4,4,5,4,4,3,4,4,0,16.0
3333,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1758,4,4,4,2,4,4,4,4,2,4,3,2,3,4,0,0.0
3334,dissatisfied,Female,Loyal Customer,51,Personal Travel,Eco,865,4,4,4,5,4,4,5,5,5,4,5,3,5,4,0,0.0
3335,dissatisfied,Male,disloyal Customer,85,Business travel,Business,2329,3,4,4,4,3,3,3,4,5,4,4,3,4,3,8,1.0
3336,satisfied,Female,Loyal Customer,40,Business travel,Business,595,4,4,4,4,3,4,5,4,4,4,4,4,4,5,17,15.0
3337,dissatisfied,Female,Loyal Customer,63,Business travel,Eco,514,3,4,4,4,3,2,2,4,4,3,4,1,4,4,30,17.0
3338,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2426,5,5,5,5,3,4,5,4,4,3,4,4,4,5,0,1.0
3339,satisfied,Female,Loyal Customer,26,Personal Travel,Eco Plus,2587,5,3,3,3,2,5,4,5,5,5,5,1,5,1,0,0.0
3340,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1303,1,2,0,4,2,0,2,2,4,5,3,2,3,2,27,47.0
3341,satisfied,Male,Loyal Customer,32,Business travel,Eco Plus,2341,0,0,0,4,4,0,4,4,1,1,4,3,5,4,0,0.0
3342,satisfied,Male,disloyal Customer,38,Business travel,Business,2172,5,4,4,3,4,1,3,4,3,5,4,3,4,3,173,178.0
3343,dissatisfied,Female,Loyal Customer,26,Business travel,Eco,1882,1,1,1,1,1,2,4,1,4,3,3,3,4,1,14,7.0
3344,dissatisfied,Female,disloyal Customer,36,Business travel,Eco,1933,2,4,2,3,2,2,2,2,2,1,3,2,4,2,0,0.0
3345,satisfied,Male,Loyal Customer,64,Personal Travel,Eco,2141,0,2,0,2,4,0,2,4,2,2,3,2,2,4,6,1.0
3346,satisfied,Male,Loyal Customer,30,Business travel,Business,3427,4,4,2,4,4,4,4,4,5,5,1,5,3,4,0,0.0
3347,satisfied,Female,Loyal Customer,37,Business travel,Business,1602,2,2,2,2,4,4,4,4,4,4,4,5,4,5,1,1.0
3348,dissatisfied,Male,disloyal Customer,37,Business travel,Business,1473,1,1,1,3,4,1,5,4,2,4,3,3,4,4,45,43.0
3349,dissatisfied,Female,Loyal Customer,15,Personal Travel,Business,1839,3,5,3,4,5,3,5,5,4,2,5,5,5,5,1,0.0
3350,satisfied,Female,Loyal Customer,40,Business travel,Business,2518,1,1,1,1,4,4,4,4,2,3,4,4,5,4,14,5.0
3351,satisfied,Female,Loyal Customer,57,Personal Travel,Business,609,2,2,2,2,2,4,5,5,5,5,5,3,5,5,38,17.0
3352,dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1264,2,2,2,2,5,2,5,5,1,2,3,1,2,5,81,81.0
3353,dissatisfied,Female,Loyal Customer,52,Business travel,Eco,2393,4,2,2,2,4,4,4,2,3,2,4,4,2,4,0,0.0
3354,dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1811,2,3,2,3,3,2,3,3,2,1,4,4,3,3,0,0.0
3355,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1681,5,2,5,5,3,4,5,3,3,3,3,5,3,4,0,0.0
3356,satisfied,Female,Loyal Customer,58,Business travel,Business,3924,3,3,3,3,5,5,5,4,2,4,5,5,5,5,149,142.0
3357,satisfied,Female,Loyal Customer,59,Business travel,Business,3072,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0,0.0
3358,satisfied,Male,Loyal Customer,41,Business travel,Business,493,2,2,2,2,4,1,5,4,4,4,4,1,4,1,0,0.0
3359,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,355,3,3,3,3,3,3,3,2,2,2,2,1,2,3,0,0.0
3360,satisfied,Female,disloyal Customer,25,Business travel,Business,2253,4,0,4,4,2,4,2,2,4,2,3,3,5,2,0,0.0
3361,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1778,1,4,1,3,2,1,2,2,3,4,5,3,5,2,30,16.0
3362,satisfied,Female,Loyal Customer,33,Business travel,Business,2428,2,2,2,2,2,4,5,5,5,5,5,3,5,3,27,25.0
3363,satisfied,Female,disloyal Customer,27,Business travel,Eco,2171,4,4,4,1,3,4,3,3,3,5,4,3,4,3,0,0.0
3364,satisfied,Male,Loyal Customer,60,Business travel,Business,885,2,5,2,2,5,4,5,5,5,5,5,3,5,4,58,41.0
3365,satisfied,Female,Loyal Customer,25,Business travel,Business,4545,4,4,4,4,4,4,4,4,5,2,4,3,5,4,0,0.0
3366,dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2400,2,4,2,3,2,2,1,2,4,5,4,5,4,2,0,0.0
3367,satisfied,Female,Loyal Customer,35,Business travel,Business,771,3,3,3,3,5,5,5,5,5,5,5,4,5,3,12,13.0
3368,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1957,5,2,5,4,5,5,5,5,2,2,4,3,4,5,0,0.0
3369,dissatisfied,Female,disloyal Customer,27,Business travel,Business,2299,3,3,3,3,2,3,2,2,3,2,4,5,4,2,0,10.0
3370,dissatisfied,Male,Loyal Customer,59,Business travel,Eco,1995,3,5,5,5,3,3,3,3,3,3,4,4,4,3,0,0.0
3371,dissatisfied,Female,Loyal Customer,40,Business travel,Eco,2072,4,1,2,2,4,4,4,4,2,5,3,1,3,4,0,0.0
3372,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,2472,2,2,5,2,3,4,5,4,4,4,4,5,4,3,0,0.0
3373,dissatisfied,Male,Loyal Customer,39,Business travel,Eco,2040,2,5,5,5,2,2,2,2,1,3,3,1,3,2,0,0.0
3374,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1390,1,5,0,1,4,0,4,4,4,2,5,4,5,4,42,46.0
3375,dissatisfied,Female,Loyal Customer,18,Business travel,Business,4122,3,4,4,4,3,3,3,3,1,5,3,3,3,3,74,86.0
3376,satisfied,Male,Loyal Customer,54,Business travel,Business,2995,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0.0
3377,satisfied,Male,Loyal Customer,40,Business travel,Business,2476,3,3,3,3,4,4,5,4,4,4,4,5,4,3,5,0.0
3378,dissatisfied,Male,disloyal Customer,47,Business travel,Eco,2037,2,0,3,4,3,3,4,3,3,2,4,4,3,3,113,105.0
3379,dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1450,4,2,4,3,4,4,4,4,2,3,3,2,4,4,20,0.0
3380,dissatisfied,Female,Loyal Customer,42,Business travel,Eco,1565,1,1,5,5,5,3,3,1,1,1,1,2,1,3,4,9.0
3381,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1370,2,2,2,2,3,5,4,4,4,4,4,5,4,5,0,6.0
3382,dissatisfied,Female,Loyal Customer,57,Business travel,Business,512,2,4,4,4,1,4,4,2,2,2,2,4,2,4,0,8.0
3383,satisfied,Female,Loyal Customer,44,Business travel,Business,3000,3,3,3,3,3,4,4,4,4,4,4,3,4,3,0,0.0
3384,dissatisfied,Male,disloyal Customer,34,Business travel,Business,3725,1,1,1,3,3,1,3,3,3,2,4,4,5,3,18,0.0
3385,satisfied,Male,Loyal Customer,39,Business travel,Eco,1715,5,5,5,5,5,5,5,5,4,5,4,3,2,5,48,45.0
3386,satisfied,Female,Loyal Customer,48,Business travel,Business,910,1,1,5,1,4,4,4,4,4,4,4,5,4,4,4,12.0
3387,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,500,3,3,3,3,2,3,5,4,4,4,4,4,4,5,5,2.0
3388,dissatisfied,Female,Loyal Customer,49,Business travel,Business,3428,4,2,2,2,4,1,2,4,4,4,4,2,4,1,24,23.0
3389,dissatisfied,Female,Loyal Customer,37,Personal Travel,Eco,1742,4,4,4,4,4,1,1,4,3,4,4,1,5,1,258,247.0
3390,satisfied,Female,Loyal Customer,26,Business travel,Business,3195,3,1,3,3,3,3,3,3,3,5,4,5,4,3,5,0.0
3391,dissatisfied,Female,Loyal Customer,44,Business travel,Business,1633,2,4,4,4,4,4,4,2,2,2,2,2,2,1,0,5.0
3392,satisfied,Male,Loyal Customer,46,Business travel,Business,3317,5,5,5,5,4,4,5,5,5,4,5,5,5,4,0,0.0
3393,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1201,3,5,5,3,3,5,3,3,3,5,5,3,4,3,3,0.0
3394,dissatisfied,Male,disloyal Customer,37,Business travel,Business,1589,4,4,4,1,5,4,5,5,5,2,4,3,5,5,0,0.0
3395,satisfied,Female,Loyal Customer,61,Personal Travel,Eco Plus,67,5,5,5,5,5,5,5,5,5,5,4,4,5,5,0,0.0
3396,dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1824,1,0,1,2,1,1,1,1,3,2,1,5,2,1,0,0.0
3397,dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2564,3,5,3,2,3,3,3,3,4,3,4,4,4,3,0,6.0
3398,dissatisfied,Male,disloyal Customer,37,Business travel,Eco,2154,4,4,4,3,2,4,2,2,3,3,3,5,3,2,0,0.0
3399,satisfied,Male,Loyal Customer,43,Business travel,Business,3128,4,4,4,4,2,1,3,5,5,5,3,4,5,3,0,0.0
3400,satisfied,Male,Loyal Customer,36,Personal Travel,Eco,2215,5,4,5,4,1,5,3,1,3,2,5,4,4,1,0,0.0
3401,dissatisfied,Male,Loyal Customer,23,Business travel,Business,2177,5,1,2,2,5,4,5,5,2,3,3,2,3,5,0,0.0
3402,satisfied,Male,Loyal Customer,60,Business travel,Business,630,2,2,2,2,2,5,4,5,5,5,5,4,5,4,0,2.0
3403,dissatisfied,Female,Loyal Customer,66,Personal Travel,Eco,322,3,5,3,4,4,5,4,3,3,3,3,3,3,5,27,23.0
3404,satisfied,Female,Loyal Customer,42,Business travel,Business,1553,2,2,2,2,4,4,4,4,4,4,4,5,4,5,15,1.0
3405,dissatisfied,Female,disloyal Customer,11,Business travel,Eco,2296,3,3,3,4,4,3,4,4,2,1,4,3,4,4,27,76.0
3406,dissatisfied,Male,Loyal Customer,39,Business travel,Business,2719,3,2,2,2,2,3,3,3,3,3,3,3,3,1,3,33.0
3407,dissatisfied,Male,Loyal Customer,55,Business travel,Business,2312,2,3,4,3,2,4,3,2,2,3,2,3,2,3,0,0.0
3408,dissatisfied,Male,disloyal Customer,42,Business travel,Eco,1598,3,0,3,5,5,3,5,5,4,4,4,3,2,5,0,0.0
3409,satisfied,Male,Loyal Customer,37,Business travel,Business,2264,4,1,4,4,2,5,4,5,5,5,5,5,5,4,0,0.0
3410,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2094,1,1,1,2,4,1,4,4,5,2,5,4,5,4,0,0.0
3411,satisfied,Female,Loyal Customer,45,Business travel,Business,1947,1,1,1,1,4,4,5,3,3,4,3,3,3,5,0,0.0
3412,dissatisfied,Female,Loyal Customer,53,Personal Travel,Eco,328,4,4,3,1,4,5,5,2,2,3,1,4,2,5,0,8.0
3413,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1916,4,4,4,1,5,4,5,5,3,5,5,5,4,5,0,0.0
3414,satisfied,Female,Loyal Customer,23,Business travel,Business,2754,5,5,5,5,4,4,4,4,4,2,3,1,1,4,69,55.0
3415,satisfied,Female,Loyal Customer,52,Business travel,Business,2409,3,3,3,3,4,2,1,5,5,5,3,1,5,1,0,0.0
3416,satisfied,Male,Loyal Customer,60,Business travel,Business,3989,5,5,5,5,4,4,4,5,5,5,5,3,5,4,5,3.0
3417,satisfied,Male,disloyal Customer,25,Business travel,Business,1664,4,4,4,4,3,4,3,3,3,2,4,2,1,3,0,38.0
3418,satisfied,Male,disloyal Customer,25,Business travel,Business,2598,4,0,4,1,5,4,5,5,5,2,4,3,4,5,24,4.0
3419,satisfied,Female,disloyal Customer,22,Business travel,Eco,2467,4,5,5,3,5,5,5,5,4,5,5,3,5,5,7,0.0
3420,satisfied,Male,Loyal Customer,40,Personal Travel,Business,1755,5,3,5,3,5,3,3,2,2,5,3,3,2,1,0,5.0
3421,dissatisfied,Male,Loyal Customer,20,Business travel,Eco,1623,2,4,4,4,2,2,1,2,3,2,4,4,3,2,0,0.0
3422,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,3624,2,4,2,4,2,4,4,3,5,4,3,4,3,4,0,12.0
3423,satisfied,Male,Loyal Customer,53,Business travel,Business,2051,3,1,3,3,4,4,5,5,5,5,5,3,5,3,3,0.0
3424,dissatisfied,Female,disloyal Customer,27,Business travel,Business,3697,1,2,2,1,4,2,2,4,3,4,5,5,4,4,22,15.0
3425,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco Plus,3401,3,5,3,2,1,3,1,1,4,5,5,5,5,1,4,0.0
3426,satisfied,Female,Loyal Customer,25,Business travel,Business,4345,3,3,3,3,4,4,4,4,3,5,5,5,5,4,0,0.0
3427,dissatisfied,Male,disloyal Customer,32,Business travel,Eco,1696,2,0,2,2,2,2,2,2,1,2,2,1,5,2,30,15.0
3428,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco Plus,1588,2,3,2,3,5,2,5,5,3,2,3,4,4,5,0,0.0
3429,satisfied,Female,Loyal Customer,56,Business travel,Business,797,2,2,2,2,3,5,4,4,4,4,4,5,4,4,12,13.0
3430,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2264,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,0.0
3431,satisfied,Male,Loyal Customer,48,Business travel,Business,2538,3,3,3,3,4,4,4,5,5,5,5,5,5,4,0,0.0
3432,dissatisfied,Male,Loyal Customer,48,Personal Travel,Business,857,2,4,2,1,3,5,4,3,3,2,3,3,3,5,0,9.0
3433,dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1927,1,4,1,3,2,1,2,2,4,3,5,5,4,2,0,0.0
3434,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1732,4,3,4,3,3,3,4,1,1,4,1,4,1,1,0,0.0
3435,dissatisfied,Female,Loyal Customer,52,Business travel,Eco,1640,2,5,5,5,2,3,4,2,2,2,2,2,2,1,0,0.0
3436,satisfied,Male,Loyal Customer,27,Business travel,Business,5894,4,5,4,4,5,5,5,5,2,5,2,4,1,5,0,0.0
3437,satisfied,Female,Loyal Customer,41,Business travel,Business,3793,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0.0
3438,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2551,2,1,2,3,4,2,4,4,3,3,2,2,3,4,14,0.0
3439,satisfied,Female,Loyal Customer,41,Business travel,Business,1953,1,1,1,1,4,4,5,4,4,4,4,4,4,4,9,2.0
3440,satisfied,Female,Loyal Customer,26,Business travel,Business,1515,1,1,1,1,4,4,4,4,3,2,4,5,4,4,0,0.0
3441,satisfied,Female,Loyal Customer,48,Business travel,Business,3742,4,4,4,4,5,5,4,5,5,5,5,3,5,4,0,0.0
3442,satisfied,Female,Loyal Customer,48,Business travel,Eco,420,3,4,4,4,1,3,2,3,3,3,3,4,3,5,0,0.0
3443,satisfied,Male,disloyal Customer,28,Business travel,Business,2289,4,5,5,2,4,5,1,4,3,5,4,3,5,4,0,0.0
3444,dissatisfied,Male,Loyal Customer,66,Business travel,Business,995,2,1,1,1,2,2,2,2,2,2,2,1,2,3,0,0.0
3445,dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2048,4,4,4,4,3,4,3,3,2,2,1,2,1,3,51,48.0
3446,satisfied,Male,Loyal Customer,35,Business travel,Eco Plus,2154,4,4,4,4,4,4,4,4,1,3,4,1,3,4,0,0.0
